Time,BP Count,Batteries Taken,Customers Served (3 BP)
20:12:24,1,1,132
20:58:06,1,1,133
20:59:12,1,1,133
21:00:18,1,1,133
21:01:24,1,1,134
21:02:30,1,1,134
21:03:36,1,1,134
21:04:42,1,1,135
21:05:48,1,1,135
21:06:54,1,1,135
21:08:00,1,1,136
21:09:06,1,1,136
21:10:12,1,1,136
21:11:18,1,1,137
21:12:24,1,1,137
21:13:30,1,1,137
21:14:36,1,1,138
21:15:42,1,1,138
21:16:48,1,1,138
21:17:54,1,1,139
21:19:00,1,1,139
21:20:06,1,1,139
21:21:12,1,1,140
21:22:18,1,1,140
21:23:24,1,1,140
21:24:30,1,1,141
21:25:36,1,1,141
21:26:42,1,1,141
21:27:48,1,1,142
21:28:54,1,1,142
21:30:00,1,1,142
21:31:06,1,1,143
21:32:12,1,1,143
21:33:18,1,1,143
21:34:24,1,1,144
21:35:30,1,1,144
21:36:36,1,1,144
21:37:42,1,1,145
21:38:48,1,1,145
21:39:54,1,1,145
21:41:00,1,1,146
21:42:06,1,1,146
21:43:12,1,1,146
21:44:18,1,1,147
21:45:24,1,1,147
22:31:06,1,1,147
22:32:12,1,1,148
22:33:18,1,1,148
22:34:24,1,1,148
22:35:30,1,1,149
22:36:36,1,1,149
22:37:42,1,1,149
22:38:48,1,1,150
22:39:54,1,1,150
22:41:00,1,1,150
22:42:06,1,1,151
22:43:12,1,1,151
22:44:18,1,1,151
22:45:24,1,1,152
22:46:30,1,1,152
22:47:36,1,1,152
22:48:42,1,1,153
22:49:48,1,1,153
22:50:54,1,1,153
22:52:00,1,1,154
22:53:06,1,1,154
22:54:12,1,1,154
22:55:18,1,1,155
22:56:24,1,1,155
22:57:30,1,1,155
22:58:36,1,1,156
22:59:42,1,1,156
