Time,BP Count ,Customers Served (3 BP),Customers Served (2 BP),Customers Served (1 BP)
10:57:40,1,9,9,74
10:59:20,1,9,9,75
11:01:00,1,9,9,76
11:02:40,1,9,9,77
11:04:20,1,9,9,78
11:06:00,1,9,9,79
11:07:40,1,9,9,80
11:09:20,1,9,9,81
11:11:00,1,9,9,82
11:12:40,1,9,9,83
11:14:20,1,9,9,84
11:16:00,1,9,9,85
11:17:40,1,9,9,86
11:19:20,1,9,9,87
11:40:40,1,10,9,87
11:42:20,1,10,9,87
11:44:00,1,10,9,87
11:45:40,1,10,10,87
11:47:20,1,10,10,87
11:49:00,1,11,10,87
11:50:40,1,11,10,87
11:52:20,1,11,10,87
11:54:00,1,11,11,87
11:55:40,1,11,11,87
11:57:20,1,12,11,87
11:59:00,1,12,11,87
12:00:40,1,12,11,87
12:02:20,1,12,12,87
12:04:00,1,12,12,87
12:05:40,1,12,12,88
12:07:20,1,12,12,89
12:09:00,1,12,12,90
12:10:40,1,12,12,91
12:12:20,1,12,12,92
12:14:00,1,12,12,93
12:15:40,1,12,12,94
12:17:20,1,12,12,95
12:19:00,1,12,12,96
12:20:40,1,12,12,97
12:22:20,1,12,12,98
12:24:00,1,12,12,99
12:25:40,1,12,12,100
12:27:20,1,12,12,101
12:29:00,1,12,12,102
12:30:40,1,12,12,103
12:32:20,1,12,12,104
12:34:00,1,12,12,105
12:35:40,1,12,12,106
12:37:20,1,12,12,107
12:39:00,1,12,12,108
12:40:40,1,12,12,109
12:42:20,1,12,12,110
12:44:00,1,12,12,111
12:45:40,1,12,12,112
12:47:20,1,12,12,113
12:49:00,1,12,12,114
12:50:40,1,12,12,115
12:52:20,1,12,12,116
13:13:40,1,13,12,116
13:15:20,1,13,12,116
13:17:00,1,13,12,116
13:18:40,1,13,13,116
13:20:20,1,13,13,116
13:22:00,1,14,13,116
13:23:40,1,14,13,116
13:25:20,1,14,13,116
13:27:00,1,14,14,116
13:28:40,1,14,14,116
13:30:20,1,15,14,116
13:32:00,1,15,14,116
13:33:40,1,15,14,116
13:35:20,1,15,15,116
13:37:00,1,15,15,116
13:38:40,1,15,15,117
13:40:20,1,15,15,118
13:42:00,1,15,15,119
13:43:40,1,15,15,120
13:45:20,1,15,15,121
13:47:00,1,15,15,122
13:48:40,1,15,15,123
13:50:20,1,15,15,124
13:52:00,1,15,15,125
13:53:40,1,15,15,126
13:55:20,1,15,15,127
13:57:00,1,15,15,128
13:58:40,1,15,15,129
14:00:20,1,15,15,130
14:02:00,1,15,15,131
14:03:40,1,15,15,132
14:05:20,1,15,15,133
14:07:00,1,15,15,134
14:08:40,1,15,15,135
14:10:20,1,15,15,136
14:12:00,1,15,15,137
14:13:40,1,15,15,138
14:15:20,1,15,15,139
14:17:00,1,15,15,140
14:18:40,1,15,15,141
14:20:20,1,15,15,142
14:22:00,1,15,15,143
14:23:40,1,15,15,144
14:25:20,1,15,15,145
14:46:40,1,16,15,145
14:48:20,1,16,15,145
14:50:00,1,16,15,145
14:51:40,1,16,16,145
14:53:20,1,16,16,145
14:55:00,1,17,16,145
14:56:40,1,17,16,145
14:58:20,1,17,16,145
15:00:00,1,17,17,145
15:01:40,1,17,17,145
15:03:20,1,18,17,145
15:05:00,1,18,17,145
15:06:40,1,18,17,145
15:08:20,1,18,18,145
15:10:00,1,18,18,145
15:11:40,1,18,18,146
15:13:20,1,18,18,147
15:15:00,1,18,18,148
15:16:40,1,18,18,149
15:18:20,1,18,18,150
15:20:00,1,18,18,151
15:21:40,1,18,18,152
15:23:20,1,18,18,153
15:25:00,1,18,18,154
15:26:40,1,18,18,155
15:28:20,1,18,18,156
15:30:00,1,18,18,157
15:31:40,1,18,18,158
15:33:20,1,18,18,159
15:35:00,1,18,18,160
15:36:40,1,18,18,161
15:38:20,1,18,18,162
15:40:00,1,18,18,163
15:41:40,1,18,18,164
15:43:20,1,18,18,165
15:45:00,1,18,18,166
15:46:40,1,18,18,167
15:48:20,1,18,18,168
15:50:00,1,18,18,169
15:51:40,1,18,18,170
15:53:20,1,18,18,171
15:55:00,1,18,18,172
15:56:40,1,18,18,173
15:58:20,1,18,18,174
16:19:40,1,19,18,174
16:21:20,1,19,18,174
16:23:00,1,19,18,174
16:24:40,1,19,19,174
16:26:20,1,19,19,174
16:28:00,1,20,19,174
16:29:40,1,20,19,174
16:31:20,1,20,19,174
16:33:00,1,20,20,174
16:34:40,1,20,20,174
16:36:20,1,21,20,174
16:38:00,1,21,20,174
16:39:40,1,21,20,174
16:41:20,1,21,21,174
16:43:00,1,21,21,174
16:44:40,1,21,21,175
16:46:20,1,21,21,176
16:48:00,1,21,21,177
16:49:40,1,21,21,178
16:51:20,1,21,21,179
16:53:00,1,21,21,180
16:54:40,1,21,21,181
16:56:20,1,21,21,182
16:58:00,1,21,21,183
16:59:40,1,21,21,184
17:01:20,1,21,21,185
17:03:00,1,21,21,186
17:04:40,1,21,21,187
17:06:20,1,21,21,188
17:08:00,1,21,21,189
17:09:40,1,21,21,190
17:11:20,1,21,21,191
17:13:00,1,21,21,192
17:14:40,1,21,21,193
17:16:20,1,21,21,194
17:18:00,1,21,21,195
17:19:40,1,21,21,196
17:21:20,1,21,21,197
17:23:00,1,21,21,198
17:24:40,1,21,21,199
17:26:20,1,21,21,200
17:28:00,1,21,21,201
17:29:40,1,21,21,202
17:31:20,1,21,21,203
17:52:40,1,22,21,203
17:54:20,1,22,21,203
17:56:00,1,22,21,203
17:57:40,1,22,22,203
17:59:20,1,22,22,203
18:01:00,1,23,22,203
18:02:40,1,23,22,203
18:04:20,1,23,22,203
18:06:00,1,23,23,203
18:07:40,1,23,23,203
18:09:20,1,24,23,203
18:11:00,1,24,23,203
18:12:40,1,24,23,203
18:14:20,1,24,24,203
18:16:00,1,24,24,203
18:17:40,1,24,24,204
18:19:20,1,24,24,205
18:21:00,1,24,24,206
18:22:40,1,24,24,207
18:24:20,1,24,24,208
18:26:00,1,24,24,209
18:27:40,1,24,24,210
18:29:20,1,24,24,211
18:31:00,1,24,24,212
18:32:40,1,24,24,213
18:34:20,1,24,24,214
18:36:00,1,24,24,215
18:37:40,1,24,24,216
18:39:20,1,24,24,217
18:41:00,1,24,24,218
18:42:40,1,24,24,219
18:44:20,1,24,24,220
18:46:00,1,24,24,221
18:47:40,1,24,24,222
18:49:20,1,24,24,223
18:51:00,1,24,24,224
18:52:40,1,24,24,225
18:54:20,1,24,24,226
18:56:00,1,24,24,227
18:57:40,1,24,24,228
18:59:20,1,24,24,229
19:01:00,1,24,24,230
19:02:40,1,24,24,231
19:04:20,1,24,24,232
19:25:40,1,25,24,232
19:27:20,1,25,24,232
19:29:00,1,25,24,232
19:30:40,1,25,25,232
19:32:20,1,25,25,232
19:34:00,1,26,25,232
19:35:40,1,26,25,232
19:37:20,1,26,25,232
19:39:00,1,26,26,232
19:40:40,1,26,26,232
19:42:20,1,27,26,232
19:44:00,1,27,26,232
19:45:40,1,27,26,232
19:47:20,1,27,27,232
19:49:00,1,27,27,232
19:50:40,1,27,27,233
19:52:20,1,27,27,234
19:54:00,1,27,27,235
19:55:40,1,27,27,236
19:57:20,1,27,27,237
19:59:00,1,27,27,238
20:00:40,1,27,27,239
20:02:20,1,27,27,240
20:04:00,1,27,27,241
20:05:40,1,27,27,242
20:07:20,1,27,27,243
20:09:00,1,27,27,244
20:10:40,1,27,27,245
20:12:20,1,27,27,246
20:14:00,1,27,27,247
20:15:40,1,27,27,248
20:17:20,1,27,27,249
20:19:00,1,27,27,250
20:20:40,1,27,27,251
20:22:20,1,27,27,252
20:24:00,1,27,27,253
20:25:40,1,27,27,254
20:27:20,1,27,27,255
20:29:00,1,27,27,256
20:30:40,1,27,27,257
20:32:20,1,27,27,258
20:34:00,1,27,27,259
20:35:40,1,27,27,260
20:37:20,1,27,27,261
20:58:40,1,28,27,261
21:00:20,1,28,27,261
21:02:00,1,28,27,261
21:03:40,1,28,28,261
21:05:20,1,28,28,261
21:07:00,1,29,28,261
21:08:40,1,29,28,261
21:10:20,1,29,28,261
21:12:00,1,29,29,261
21:13:40,1,29,29,261
21:15:20,1,30,29,261
21:17:00,1,30,29,261
21:18:40,1,30,29,261
21:20:20,1,30,30,261
21:22:00,1,30,30,261
21:23:40,1,30,30,262
21:25:20,1,30,30,263
21:27:00,1,30,30,264
21:28:40,1,30,30,265
21:30:20,1,30,30,266
21:32:00,1,30,30,267
21:33:40,1,30,30,268
21:35:20,1,30,30,269
21:37:00,1,30,30,270
21:38:40,1,30,30,271
21:40:20,1,30,30,272
21:42:00,1,30,30,273
21:43:40,1,30,30,274
21:45:20,1,30,30,275
21:47:00,1,30,30,276
21:48:40,1,30,30,277
21:50:20,1,30,30,278
21:52:00,1,30,30,279
21:53:40,1,30,30,280
21:55:20,1,30,30,281
21:57:00,1,30,30,282
21:58:40,1,30,30,283
22:00:20,1,30,30,284
22:02:00,1,30,30,285
22:03:40,1,30,30,286
22:05:20,1,30,30,287
22:07:00,1,30,30,288
22:08:40,1,30,30,289
22:10:20,1,30,30,290
22:31:40,1,31,30,290
22:33:20,1,31,30,290
22:35:00,1,31,30,290
22:36:40,1,31,31,290
22:38:20,1,31,31,290
22:40:00,1,32,31,290
22:41:40,1,32,31,290
22:43:20,1,32,31,290
22:45:00,1,32,32,290
22:46:40,1,32,32,290
22:48:20,1,33,32,290
22:50:00,1,33,32,290
22:51:40,1,33,32,290
22:53:20,1,33,33,290
22:55:00,1,33,33,290
22:56:40,1,33,33,291
22:58:20,1,33,33,292
23:00:00,1,33,33,293
