Time,BP Count,Batteries Taken,Customers Served (1 BP)
7:00:00,42,-,0
7:01:45,39,3,3
7:03:30,36,3,6
7:05:15,33,3,9
7:07:00,30,3,12
7:08:45,27,3,15
7:10:30,24,3,18
7:12:15,21,3,21
7:14:00,18,3,24
7:15:45,15,3,27
7:17:30,12,3,30
7:19:15,9,3,33
7:21:00,6,3,36
7:22:45,3,3,39
7:24:30,0,3,42
8:34:45,1,3,45
8:36:30,1,3,48
8:38:15,1,3,51
8:40:00,1,3,54
8:41:45,1,3,57
8:43:30,1,3,60
8:45:15,1,3,63
8:47:00,1,3,66
8:48:45,1,3,69
8:50:30,1,3,72
8:52:15,1,3,75
8:54:00,1,3,78
8:55:45,1,3,81
8:57:30,1,3,84
10:07:45,1,3,87
10:09:30,1,3,90
10:11:15,1,3,93
10:13:00,1,3,96
10:14:45,1,3,99
10:16:30,1,3,102
10:18:15,1,3,105
10:20:00,1,3,108
10:21:45,1,3,111
10:23:30,1,3,114
10:25:15,1,3,117
10:27:00,1,3,120
10:28:45,1,3,123
10:30:30,1,3,126
11:40:45,1,3,129
11:42:30,1,3,132
11:44:15,1,3,135
11:46:00,1,3,138
11:47:45,1,3,141
11:49:30,1,3,144
11:51:15,1,3,147
11:53:00,1,3,150
11:54:45,1,3,153
11:56:30,1,3,156
11:58:15,1,3,159
12:00:00,1,3,162
12:01:45,1,3,165
12:03:30,1,3,168
13:13:45,1,3,171
13:15:30,1,3,174
13:17:15,1,3,177
13:19:00,1,3,180
13:20:45,1,3,183
13:22:30,1,3,186
13:24:15,1,3,189
13:26:00,1,3,192
13:27:45,1,3,195
13:29:30,1,3,198
13:31:15,1,3,201
13:33:00,1,3,204
13:34:45,1,3,207
13:36:30,1,3,210
14:46:45,1,3,213
14:48:30,1,3,216
14:50:15,1,3,219
14:52:00,1,3,222
14:53:45,1,3,225
14:55:30,1,3,228
14:57:15,1,3,231
14:59:00,1,3,234
15:00:45,1,3,237
15:02:30,1,3,240
15:04:15,1,3,243
15:06:00,1,3,246
15:07:45,1,3,249
15:09:30,1,3,252
16:19:45,1,3,255
16:21:30,1,3,258
16:23:15,1,3,261
16:25:00,1,3,264
16:26:45,1,3,267
16:28:30,1,3,270
16:30:15,1,3,273
16:32:00,1,3,276
16:33:45,1,3,279
16:35:30,1,3,282
16:37:15,1,3,285
16:39:00,1,3,288
16:40:45,1,3,291
16:42:30,1,3,294
17:52:45,1,3,297
17:54:30,1,3,300
17:56:15,1,3,303
17:58:00,1,3,306
17:59:45,1,3,309
18:01:30,1,3,312
18:03:15,1,3,315
18:05:00,1,3,318
18:06:45,1,3,321
18:08:30,1,3,324
18:10:15,1,3,327
18:12:00,1,3,330
18:13:45,1,3,333
18:15:30,1,3,336
19:25:45,1,3,339
19:27:30,1,3,342
19:29:15,1,3,345
19:31:00,1,3,348
19:32:45,1,3,351
19:34:30,1,3,354
19:36:15,1,3,357
19:38:00,1,3,360
19:39:45,1,3,363
19:41:30,1,3,366
19:43:15,1,3,369
19:45:00,1,3,372
19:46:45,1,3,375
19:48:30,1,3,378
20:58:45,1,3,381
21:00:30,1,3,384
21:02:15,1,3,387
21:04:00,1,3,390
21:05:45,1,3,393
21:07:30,1,3,396
21:09:15,1,3,399
21:11:00,1,3,402
21:12:45,1,3,405
21:14:30,1,3,408
21:16:15,1,3,411
21:18:00,1,3,414
21:19:45,1,3,417
21:21:30,1,3,420
22:31:45,1,3,423
22:33:30,1,3,426
22:35:15,1,3,429
22:37:00,1,3,432
22:38:45,1,3,435
22:40:30,1,3,438
22:42:15,1,3,441
22:44:00,1,3,444
22:45:45,1,3,447
22:47:30,1,3,450
22:49:15,1,3,453
22:51:00,1,3,456
22:52:45,1,3,459
22:54:30,1,3,462
