Time,BP Count,Batteries Taken,Customers Served (2 BP)
19:41:20,1,1,120
19:42:40,1,1,120
19:44:00,1,1,121
19:45:20,1,1,121
19:46:40,1,1,122
19:48:00,1,1,122
19:49:20,1,1,123
19:50:40,1,1,123
19:52:00,1,1,124
19:53:20,1,1,124
19:54:40,1,1,125
19:56:00,1,1,125
19:57:20,1,1,126
19:58:40,1,1,126
20:00:00,1,1,126
20:01:20,1,1,127
20:02:40,1,1,127
20:58:20,1,1,128
20:59:40,1,1,128
21:01:00,1,1,129
21:02:20,1,1,129
21:03:40,1,1,130
21:05:00,1,1,130
21:06:20,1,1,131
21:07:40,1,1,131
21:09:00,1,1,132
21:10:20,1,1,132
21:11:40,1,1,133
21:13:00,1,1,133
21:14:20,1,1,134
21:15:40,1,1,134
21:17:00,1,1,135
21:18:20,1,1,135
21:19:40,1,1,136
21:21:00,1,1,136
21:22:20,1,1,137
21:23:40,1,1,137
21:25:00,1,1,138
21:26:20,1,1,138
21:27:40,1,1,139
21:29:00,1,1,139
21:30:20,1,1,140
21:31:40,1,1,140
21:33:00,1,1,140
21:34:20,1,1,141
21:35:40,1,1,141
22:31:20,1,1,142
22:32:40,1,1,142
22:34:00,1,1,143
22:35:20,1,1,143
22:36:40,1,1,144
22:38:00,1,1,144
22:39:20,1,1,145
22:40:40,1,1,145
22:42:00,1,1,146
22:43:20,1,1,146
22:44:40,1,1,147
22:46:00,1,1,147
22:47:20,1,1,148
22:48:40,1,1,148
22:50:00,1,1,149
22:51:20,1,1,149
22:52:40,1,1,150
22:54:00,1,1,150
22:55:20,1,1,151
22:56:40,1,1,151
22:58:00,1,1,152
22:59:20,1,1,152
