Time,BP Count,Batteries Taken,Customers Served (3 BP)
16:45:30,1,1,67
16:46:36,1,1,67
16:47:42,1,1,67
16:48:48,1,1,68
16:49:54,1,1,68
17:52:06,1,1,68
17:53:12,1,1,69
17:54:18,1,1,69
17:55:24,1,1,69
17:56:30,1,1,70
17:57:36,1,1,70
17:58:42,1,1,70
17:59:48,1,1,71
18:00:54,1,1,71
18:02:00,1,1,71
18:03:06,1,1,72
18:04:12,1,1,72
18:05:18,1,1,72
18:06:24,1,1,73
18:07:30,1,1,73
18:08:36,1,1,73
18:09:42,1,1,74
18:10:48,1,1,74
18:11:54,1,1,74
18:13:00,1,1,75
18:14:06,1,1,75
18:15:12,1,1,75
18:16:18,1,1,76
18:17:24,1,1,76
18:18:30,1,1,76
18:19:36,1,1,77
18:20:42,1,1,77
18:21:48,1,1,77
18:22:54,1,1,78
19:25:06,1,1,78
19:26:12,1,1,78
19:27:18,1,1,79
19:28:24,1,1,79
19:29:30,1,1,79
19:30:36,1,1,80
19:31:42,1,1,80
19:32:48,1,1,80
19:33:54,1,1,81
19:35:00,1,1,81
19:36:06,1,1,81
19:37:12,1,1,82
19:38:18,1,1,82
19:39:24,1,1,82
19:40:30,1,1,83
19:41:36,1,1,83
19:42:42,1,1,83
19:43:48,1,1,84
19:44:54,1,1,84
19:46:00,1,1,84
19:47:06,1,1,85
19:48:12,1,1,85
19:49:18,1,1,85
19:50:24,1,1,86
19:51:30,1,1,86
19:52:36,1,1,86
19:53:42,1,1,87
19:54:48,1,1,87
19:55:54,1,1,87
20:58:06,1,1,88
20:59:12,1,1,88
21:00:18,1,1,88
21:01:24,1,1,89
21:02:30,1,1,89
21:03:36,1,1,89
21:04:42,1,1,90
21:05:48,1,1,90
21:06:54,1,1,90
21:08:00,1,1,91
21:09:06,1,1,91
21:10:12,1,1,91
21:11:18,1,1,92
21:12:24,1,1,92
21:13:30,1,1,92
21:14:36,1,1,93
21:15:42,1,1,93
21:16:48,1,1,93
21:17:54,1,1,94
21:19:00,1,1,94
21:20:06,1,1,94
21:21:12,1,1,95
21:22:18,1,1,95
21:23:24,1,1,95
21:24:30,1,1,96
21:25:36,1,1,96
21:26:42,1,1,96
21:27:48,1,1,97
21:28:54,1,1,97
22:31:06,1,1,97
22:32:12,1,1,98
22:33:18,1,1,98
22:34:24,1,1,98
22:35:30,1,1,99
22:36:36,1,1,99
22:37:42,1,1,99
22:38:48,1,1,100
22:39:54,1,1,100
22:41:00,1,1,100
22:42:06,1,1,101
22:43:12,1,1,101
22:44:18,1,1,101
22:45:24,1,1,102
22:46:30,1,1,102
22:47:36,1,1,102
22:48:42,1,1,103
22:49:48,1,1,103
22:50:54,1,1,103
22:52:00,1,1,104
22:53:06,1,1,104
22:54:12,1,1,104
22:55:18,1,1,105
22:56:24,1,1,105
22:57:30,1,1,105
