Time,BP Count,Batteries Taken,Customers Served (1 BP)
7:00:00,28,-,0
7:01:45,26,2,2
7:03:30,24,2,4
7:05:15,22,2,6
7:07:00,20,2,8
7:08:45,18,2,10
7:10:30,16,2,12
7:12:15,14,2,14
7:14:00,12,2,16
7:15:45,10,2,18
7:17:30,8,2,20
7:19:15,6,2,22
7:21:00,4,2,24
7:22:45,2,2,26
7:24:30,0,2,28
8:34:45,2,2,30
8:36:30,2,2,32
8:38:15,2,2,34
8:40:00,2,2,36
8:41:45,2,2,38
8:43:30,2,2,40
8:45:15,2,2,42
8:47:00,2,2,44
8:48:45,2,2,46
8:50:30,2,2,48
8:52:15,2,2,50
8:54:00,2,2,52
8:55:45,2,2,54
8:57:30,2,2,56
10:07:45,2,2,58
10:09:30,2,2,60
10:11:15,2,2,62
10:13:00,2,2,64
10:14:45,2,2,66
10:16:30,2,2,68
10:18:15,2,2,70
10:20:00,2,2,72
10:21:45,2,2,74
10:23:30,2,2,76
10:25:15,2,2,78
10:27:00,2,2,80
10:28:45,2,2,82
10:30:30,2,2,84
11:40:45,2,2,86
11:42:30,2,2,88
11:44:15,2,2,90
11:46:00,2,2,92
11:47:45,2,2,94
11:49:30,2,2,96
11:51:15,2,2,98
11:53:00,2,2,100
11:54:45,2,2,102
11:56:30,2,2,104
11:58:15,2,2,106
12:00:00,2,2,108
12:01:45,2,2,110
12:03:30,2,2,112
13:13:45,2,2,114
13:15:30,2,2,116
13:17:15,2,2,118
13:19:00,2,2,120
13:20:45,2,2,122
13:22:30,2,2,124
13:24:15,2,2,126
13:26:00,2,2,128
13:27:45,2,2,130
13:29:30,2,2,132
13:31:15,2,2,134
13:33:00,2,2,136
13:34:45,2,2,138
13:36:30,2,2,140
14:46:45,2,2,142
14:48:30,2,2,144
14:50:15,2,2,146
14:52:00,2,2,148
14:53:45,2,2,150
14:55:30,2,2,152
14:57:15,2,2,154
14:59:00,2,2,156
15:00:45,2,2,158
15:02:30,2,2,160
15:04:15,2,2,162
15:06:00,2,2,164
15:07:45,2,2,166
15:09:30,2,2,168
16:19:45,2,2,170
16:21:30,2,2,172
16:23:15,2,2,174
16:25:00,2,2,176
16:26:45,2,2,178
16:28:30,2,2,180
16:30:15,2,2,182
16:32:00,2,2,184
16:33:45,2,2,186
16:35:30,2,2,188
16:37:15,2,2,190
16:39:00,2,2,192
16:40:45,2,2,194
16:42:30,2,2,196
17:52:45,2,2,198
17:54:30,2,2,200
17:56:15,2,2,202
17:58:00,2,2,204
17:59:45,2,2,206
18:01:30,2,2,208
18:03:15,2,2,210
18:05:00,2,2,212
18:06:45,2,2,214
18:08:30,2,2,216
18:10:15,2,2,218
18:12:00,2,2,220
18:13:45,2,2,222
18:15:30,2,2,224
19:25:45,2,2,226
19:27:30,2,2,228
19:29:15,2,2,230
19:31:00,2,2,232
19:32:45,2,2,234
19:34:30,2,2,236
19:36:15,2,2,238
19:38:00,2,2,240
19:39:45,2,2,242
19:41:30,2,2,244
19:43:15,2,2,246
19:45:00,2,2,248
19:46:45,2,2,250
19:48:30,2,2,252
20:58:45,2,2,254
21:00:30,2,2,256
21:02:15,2,2,258
21:04:00,2,2,260
21:05:45,2,2,262
21:07:30,2,2,264
21:09:15,2,2,266
21:11:00,2,2,268
21:12:45,2,2,270
21:14:30,2,2,272
21:16:15,2,2,274
21:18:00,2,2,276
21:19:45,2,2,278
21:21:30,2,2,280
22:31:45,2,2,282
22:33:30,2,2,284
22:35:15,2,2,286
22:37:00,2,2,288
22:38:45,2,2,290
22:40:30,2,2,292
22:42:15,2,2,294
22:44:00,2,2,296
22:45:45,2,2,298
22:47:30,2,2,300
22:49:15,2,2,302
22:51:00,2,2,304
22:52:45,2,2,306
22:54:30,2,2,308
