Time,BP Count,Batteries Taken,Customers Served (3 BP)
7:00:00,42,-,-
7:01:06,39,3,3
7:02:12,36,3,3
7:03:18,33,3,3
7:04:24,30,3,6
7:05:30,27,3,6
7:06:36,24,3,6
7:07:42,21,3,9
7:08:48,18,3,9
7:09:54,15,3,9
7:11:00,12,3,12
7:12:06,9,3,12
7:13:12,6,3,12
7:14:18,3,3,15
7:15:24,0,3,15
8:34:06,3,3,15
8:35:12,3,3,18
8:36:18,3,3,18
8:37:24,3,3,18
8:38:30,3,3,21
8:39:36,3,3,21
8:40:42,3,3,21
8:41:48,3,3,24
8:42:54,3,3,24
8:44:00,3,3,24
8:45:06,3,3,27
8:46:12,3,3,27
8:47:18,3,3,27
8:48:24,3,3,30
10:07:06,3,3,30
10:08:12,3,3,30
10:09:18,3,3,33
10:10:24,3,3,33
10:11:30,3,3,33
10:12:36,3,3,36
10:13:42,3,3,36
10:14:48,3,3,36
10:15:54,3,3,39
10:17:00,3,3,39
10:18:06,3,3,39
10:19:12,3,3,42
10:20:18,3,3,42
10:21:24,3,3,42
11:40:06,3,3,45
11:41:12,3,3,45
11:42:18,3,3,45
11:43:24,3,3,48
11:44:30,3,3,48
11:45:36,3,3,48
11:46:42,3,3,51
11:47:48,3,3,51
11:48:54,3,3,51
11:50:00,3,3,54
11:51:06,3,3,54
11:52:12,3,3,54
11:53:18,3,3,57
11:54:24,3,3,57
13:13:00,3,3,57
13:14:12,3,3,60
13:15:24,3,3,60
13:16:36,3,3,60
13:17:48,3,3,63
13:19:00,3,3,63
13:20:12,3,3,63
13:21:24,3,3,66
13:22:36,3,3,66
13:23:48,3,3,66
13:25:00,3,3,69
13:26:12,3,3,69
13:27:24,3,3,69
13:28:36,3,3,72
14:46:00,3,3,72
14:47:12,3,3,72
14:48:24,3,3,75
14:49:36,3,3,75
14:50:48,3,3,75
14:52:00,3,3,78
14:53:12,3,3,78
14:54:24,3,3,78
14:55:36,3,3,81
14:56:48,3,3,81
14:58:00,3,3,81
14:59:12,3,3,84
15:00:24,3,3,84
15:01:36,3,3,84
16:19:00,3,3,87
16:20:12,3,3,87
16:21:24,3,3,87
16:22:36,3,3,90
16:23:48,3,3,90
16:25:00,3,3,90
16:26:12,3,3,93
16:27:24,3,3,93
16:28:36,3,3,93
16:29:48,3,3,96
16:31:00,3,3,96
16:32:12,3,3,96
16:33:24,3,3,99
16:34:36,3,3,99
17:52:00,3,3,99
17:53:12,3,3,102
17:54:24,3,3,102
17:55:36,3,3,102
17:56:48,3,3,105
17:58:00,3,3,105
17:59:12,3,3,105
18:00:24,3,3,108
18:01:36,3,3,108
18:02:48,3,3,108
18:04:00,3,3,111
18:05:12,3,3,111
18:06:24,3,3,111
18:07:36,3,3,114
19:25:00,3,3,114
19:26:12,3,3,114
19:27:24,3,3,117
19:28:36,3,3,117
19:29:48,3,3,117
19:31:00,3,3,120
19:32:12,3,3,120
19:33:24,3,3,120
19:34:36,3,3,123
19:35:48,3,3,123
19:37:00,3,3,123
19:38:12,3,3,126
19:39:24,3,3,126
19:40:36,3,3,126
20:58:00,3,3,129
20:59:12,3,3,129
21:00:24,3,3,129
21:01:36,3,3,132
21:02:48,3,3,132
21:04:00,3,3,132
21:05:12,3,3,135
21:06:24,3,3,135
21:07:36,3,3,135
21:08:48,3,3,138
21:10:00,3,3,138
21:11:12,3,3,138
21:12:24,3,3,141
21:13:36,3,3,141
22:31:00,3,3,141
22:32:12,3,3,144
22:33:24,3,3,144
22:34:36,3,3,144
22:35:48,3,3,147
22:37:00,3,3,147
22:38:12,3,3,147
22:39:24,3,3,150
22:40:36,3,3,150
22:41:48,3,3,150
22:43:00,3,3,153
22:44:12,3,3,153
22:45:24,3,3,153
