Time,BP Count,Batteries Taken,Customers Served (2 BP)
7:00:00,28,-,-
7:01:20,26,2,2
7:02:40,24,2,2
7:04:00,22,2,4
7:05:20,20,2,4
7:06:40,18,2,6
7:08:00,16,2,6
7:09:20,14,2,8
7:10:40,12,2,8
7:12:00,10,2,10
7:13:20,8,2,10
7:14:40,6,2,12
7:16:00,4,2,12
7:17:20,2,2,14
7:18:40,0,2,14
8:34:20,2,2,16
8:35:40,2,2,16
8:37:00,2,2,18
8:38:20,2,2,18
8:39:40,2,2,20
8:41:00,2,2,20
8:42:20,2,2,22
8:43:40,2,2,22
8:45:00,2,2,24
8:46:20,2,2,24
8:47:40,2,2,26
8:49:00,2,2,26
8:50:20,2,2,28
8:51:40,2,2,28
10:07:20,2,2,30
10:08:40,2,2,30
10:10:00,2,2,32
10:11:20,2,2,32
10:12:40,2,2,34
10:14:00,2,2,34
10:15:20,2,2,36
10:16:40,2,2,36
10:18:00,2,2,38
10:19:20,2,2,38
10:20:40,2,2,40
10:22:00,2,2,40
10:23:20,2,2,42
10:24:40,2,2,42
11:40:20,2,2,44
11:41:40,2,2,44
11:43:00,2,2,46
11:44:20,2,2,46
11:45:40,2,2,48
11:47:00,2,2,48
11:48:20,2,2,50
11:49:40,2,2,50
11:51:00,2,2,52
11:52:20,2,2,52
11:53:40,2,2,54
11:55:00,2,2,54
11:56:20,2,2,56
11:57:40,2,2,56
13:13:20,2,2,58
13:14:40,2,2,58
13:16:00,2,2,60
13:17:20,2,2,60
13:18:40,2,2,62
13:20:00,2,2,62
13:21:20,2,2,64
13:22:40,2,2,64
13:24:00,2,2,66
13:25:20,2,2,66
13:26:40,2,2,68
13:28:00,2,2,68
13:29:20,2,2,70
13:30:40,2,2,70
14:46:20,2,2,72
14:47:40,2,2,72
14:49:00,2,2,74
14:50:20,2,2,74
14:51:40,2,2,76
14:53:00,2,2,76
14:54:20,2,2,78
14:55:40,2,2,78
14:57:00,2,2,80
14:58:20,2,2,80
14:59:40,2,2,82
15:01:00,2,2,82
15:02:20,2,2,84
15:03:40,2,2,84
16:19:20,2,2,86
16:20:40,2,2,86
16:22:00,2,2,88
16:23:20,2,2,88
16:24:40,2,2,90
16:26:00,2,2,90
16:27:20,2,2,92
16:28:40,2,2,92
16:30:00,2,2,94
16:31:20,2,2,94
16:32:40,2,2,96
16:34:00,2,2,96
16:35:20,2,2,98
16:36:40,2,2,98
17:52:20,2,2,100
17:53:40,2,2,100
17:55:00,2,2,102
17:56:20,2,2,102
17:57:40,2,2,104
17:59:00,2,2,104
18:00:20,2,2,106
18:01:40,2,2,106
18:03:00,2,2,108
18:04:20,2,2,108
18:05:40,2,2,110
18:07:00,2,2,110
18:08:20,2,2,112
18:09:40,2,2,112
19:25:20,2,2,114
19:26:40,2,2,114
19:28:00,2,2,116
19:29:20,2,2,116
19:30:40,2,2,118
19:32:00,2,2,118
19:33:20,2,2,120
19:34:40,2,2,120
19:36:00,2,2,122
19:37:20,2,2,122
19:38:40,2,2,124
19:40:00,2,2,124
19:41:20,2,2,126
19:42:40,2,2,126
20:58:20,2,2,128
20:59:40,2,2,128
21:01:00,2,2,130
21:02:20,2,2,130
21:03:40,2,2,132
21:05:00,2,2,132
21:06:20,2,2,134
21:07:40,2,2,134
21:09:00,2,2,136
21:10:20,2,2,136
21:11:40,2,2,138
21:13:00,2,2,138
21:14:20,2,2,140
21:15:40,2,2,140
22:31:20,2,2,142
22:32:40,2,2,142
22:34:00,2,2,144
22:35:20,2,2,144
22:36:40,2,2,146
22:38:00,2,2,146
22:39:20,2,2,148
22:40:40,2,2,148
22:42:00,2,2,150
22:43:20,2,2,150
22:44:40,2,2,152
22:46:00,2,2,152
22:47:20,2,2,154
22:48:40,2,2,154
